,City,P_avg_per_m_sec,Population,P_avg_per_m_new,Expl_t_avg_sec,month,dummy_space,dummy_time,year,t,Reg_russian,Reg,Federal_district,lat,lon,city_id,month_dt
0,Абаза,39990,12272,,,04,0,0,2022,40,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-04-01
1,Абаза,29263,12272,,,05,0,0,2022,41,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-05-01
2,Абаза,36952,12272,,7 д 1 ч,06,0,0,2022,42,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-06-01
3,Абаза,30629,12272,,124 д,07,0,0,2022,43,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-07-01
4,Абаза,22034,12272,,25 д 9 ч,08,0,0,2022,44,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-08-01
5,Абаза,19900,12272,,9 д 8 ч,09,0,0,2022,45,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-09-01
6,Абаза,23179,12272,,81 д 5 ч,10,0,0,2022,46,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-10-01
7,Абаза,23627,12272,,13 д 10 ч,11,0,0,2022,47,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-11-01
8,Абаза,34106,12272,,8 д 16 ч,12,0,0,2022,48,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2022-12-01
9,Абаза,45832,12272,,14 д 20 ч,01,0,0,2023,49,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-01-01
10,Абаза,34528,12272,,11 д 12 ч,02,0,0,2023,50,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-02-01
11,Абаза,30172,12272,,7 д 22 ч,03,0,0,2023,51,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-03-01
12,Абаза,38462,12272,,25 д 13 ч,04,0,0,2023,52,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-04-01
13,Абаза,36750,12272,,143 д 21 ч,05,0,0,2023,53,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-05-01
14,Абаза,35599,12272,,47 д 6 ч,06,0,0,2023,54,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-06-01
15,Абаза,35640,12272,,15 д,07,0,0,2023,55,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-07-01
16,Абаза,35465,12272,,235 д 12 ч,08,0,0,2023,56,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-08-01
17,Абаза,42552,12272,,121 д 19 ч,09,0,0,2023,57,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-09-01
18,Абаза,35509,12272,,19 д 19 ч,10,0,0,2023,58,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-10-01
19,Абаза,36167,12272,,171 д 4 ч,11,0,0,2023,59,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-11-01
20,Абаза,42084,12272,,65 д 13 ч,12,0,1,2023,60,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2023-12-01
21,Абаза,36745,12272,,,01,0,1,2024,61,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2024-01-01
22,Абаза,24546,12272,,121 д 19 ч,02,0,1,2024,62,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2024-02-01
23,Абаза,44894,12272,,,03,0,1,2024,63,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2024-03-01
24,Абаза,49134,12272,,,04,0,1,2024,64,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2024-04-01
25,Абаза,38226,12272,,24 д 13 ч,05,0,1,2024,65,Республика Хакасия,respublika-khakasiya,Сибирский,52.65,90.08333,137,2024-05-01
26,Абакан,86893,184769,84450.0,52 д 5 ч,04,0,0,2022,40,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-04-01
27,Абакан,86563,184769,82008.0,32 д 19 ч,05,0,0,2022,41,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-05-01
28,Абакан,86842,184769,87430.0,93 д 16 ч,06,0,0,2022,42,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-06-01
29,Абакан,87000,184769,79514.0,83 д 4 ч,07,0,0,2022,43,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-07-01
30,Абакан,87085,184769,82284.0,72 д 3 ч,08,0,0,2022,44,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-08-01
31,Абакан,87500,184769,86468.0,93 д 17 ч,09,0,0,2022,45,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-09-01
32,Абакан,87391,184769,82390.0,77 д 13 ч,10,0,0,2022,46,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-10-01
33,Абакан,86560,184769,88017.0,76 д 4 ч,11,0,0,2022,47,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-11-01
34,Абакан,89787,184769,87108.0,94 д 3 ч,12,0,0,2022,48,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2022-12-01
35,Абакан,90040,184769,,105 д 7 ч,01,0,0,2023,49,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-01-01
36,Абакан,89686,184769,82870.0,69 д 8 ч,02,0,0,2023,50,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-02-01
37,Абакан,91667,184769,82000.0,84 д 6 ч,03,0,0,2023,51,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-03-01
38,Абакан,91214,184769,90344.0,73 д 22 ч,04,0,0,2023,52,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-04-01
39,Абакан,92792,184769,87041.0,72 д 7 ч,05,0,0,2023,53,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-05-01
40,Абакан,91816,184769,89400.0,69 д 20 ч,06,0,0,2023,54,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-06-01
41,Абакан,95825,184769,105384.0,62 д 9 ч,07,0,0,2023,55,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-07-01
42,Абакан,94881,184769,93169.0,74 д 21 ч,08,0,0,2023,56,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-08-01
43,Абакан,98214,184769,98294.0,100 д 22 ч,09,0,0,2023,57,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-09-01
44,Абакан,111000,184769,195000.0,127 д 23 ч,10,0,0,2023,58,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-10-01
45,Абакан,103045,184769,196000.0,83 д 1 ч,11,0,0,2023,59,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-11-01
46,Абакан,107030,184769,197000.0,82 д 9 ч,12,0,1,2023,60,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2023-12-01
47,Абакан,106870,184769,205000.0,118 д 15 ч,01,0,1,2024,61,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2024-01-01
48,Абакан,101136,184769,180205.0,76 д 8 ч,02,0,1,2024,62,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2024-02-01
49,Абакан,108025,184769,255554.0,31 д 3 ч,03,0,1,2024,63,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2024-03-01
50,Абакан,107872,184769,134322.0,134 д 16 ч,04,0,1,2024,64,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2024-04-01
51,Абакан,109192,184769,137420.0,85 д 3 ч,05,0,1,2024,65,Республика Хакасия,respublika-khakasiya,Сибирский,53.71667,91.41667,310,2024-05-01
52,Абинск,76906,39511,,,04,0,0,2022,40,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-04-01
53,Абинск,84890,39511,,,05,0,0,2022,41,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-05-01
54,Абинск,79272,39511,,237 д,06,0,0,2022,42,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-06-01
55,Абинск,86154,39511,,13 д 1 ч,07,0,0,2022,43,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-07-01
56,Абинск,77381,39511,,225 д 9 ч,08,0,0,2022,44,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-08-01
57,Абинск,81165,39511,,48 д 19 ч,09,0,0,2022,45,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-09-01
58,Абинск,79929,39511,,37 д 11 ч,10,0,0,2022,46,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-10-01
59,Абинск,82018,39511,,,11,0,0,2022,47,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-11-01
60,Абинск,81045,39511,,70 д 17 ч,12,0,0,2022,48,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2022-12-01
61,Абинск,81922,39511,,28 д 3 ч,01,0,0,2023,49,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-01-01
62,Абинск,75000,39511,,28 д 18 ч,02,0,0,2023,50,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-02-01
63,Абинск,84098,39511,,124 д 1 ч,03,0,0,2023,51,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-03-01
64,Абинск,86271,39511,,58 д 6 ч,04,0,0,2023,52,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-04-01
65,Абинск,87228,39511,,175 д 1 ч,05,0,0,2023,53,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-05-01
66,Абинск,84337,39511,,48 д 23 ч,06,0,0,2023,54,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-06-01
67,Абинск,93976,39511,,35 д 21 ч,07,0,0,2023,55,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-07-01
68,Абинск,94749,39511,,289 д 20 ч,08,0,0,2023,56,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-08-01
69,Абинск,75875,39511,,143 д 11 ч,09,0,0,2023,57,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-09-01
70,Абинск,91743,39511,,62 д 13 ч,10,0,0,2023,58,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-10-01
71,Абинск,88697,39511,,17 д 19 ч,11,0,0,2023,59,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-11-01
72,Абинск,92524,39511,,,12,0,1,2023,60,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2023-12-01
73,Абинск,95661,39511,,2 д,01,0,1,2024,61,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2024-01-01
74,Абинск,87922,39511,,,02,0,1,2024,62,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2024-02-01
75,Абинск,87368,39511,,180 д 16 ч,03,0,1,2024,63,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2024-03-01
76,Абинск,95587,39511,,17 д 2 ч,04,0,1,2024,64,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2024-04-01
77,Абинск,96825,39511,,,05,0,1,2024,65,Краснодарский край,krasnodarskiy-kray,Южный,44.86667,38.16667,90,2024-05-01
78,Агидель,22414,14219,,4 д 15 ч,04,0,0,2022,40,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-04-01
79,Агидель,18182,14219,,43 д,05,0,0,2022,41,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-05-01
80,Агидель,17963,14219,,46 д 7 ч,06,0,0,2022,42,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-06-01
81,Агидель,21370,14219,,141 д 2 ч,07,0,0,2022,43,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-07-01
82,Агидель,21111,14219,,124 д 23 ч,08,0,0,2022,44,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-08-01
83,Агидель,18054,14219,,15 д 19 ч,09,0,0,2022,45,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-09-01
84,Агидель,21051,14219,,202 д 21 ч,10,0,0,2022,46,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-10-01
85,Агидель,20698,14219,,16 д 15 ч,11,0,0,2022,47,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-11-01
86,Агидель,18605,14219,,40 д 22 ч,12,0,0,2022,48,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2022-12-01
87,Агидель,22762,14219,,72 д 21 ч,01,0,0,2023,49,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-01-01
88,Агидель,22892,14219,,27 д 21 ч,02,0,0,2023,50,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-02-01
89,Агидель,23997,14219,,12 д 20 ч,03,0,0,2023,51,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-03-01
90,Агидель,24098,14219,,11 д 12 ч,04,0,0,2023,52,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-04-01
91,Агидель,30916,14219,,193 д 4 ч,05,0,0,2023,53,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-05-01
92,Агидель,25876,14219,,122 д,06,0,0,2023,54,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-06-01
93,Агидель,28333,14219,,19 д 10 ч,07,0,0,2023,55,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-07-01
94,Агидель,28649,14219,,23 д 13 ч,08,0,0,2023,56,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-08-01
95,Агидель,25906,14219,,35 д 22 ч,09,0,0,2023,57,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-09-01
96,Агидель,32675,14219,,39 д 8 ч,10,0,0,2023,58,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-10-01
97,Агидель,31579,14219,,30 д 9 ч,11,0,0,2023,59,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-11-01
98,Агидель,28067,14219,,40 д 5 ч,12,0,1,2023,60,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2023-12-01
99,Агидель,38023,14219,,,01,0,1,2024,61,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2024-01-01
100,Агидель,34774,14219,,87 д 12 ч,02,0,1,2024,62,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2024-02-01
101,Агидель,36364,14219,,17 д,03,0,1,2024,63,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2024-03-01
102,Агидель,33390,14219,,97 д 3 ч,04,0,1,2024,64,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2024-04-01
103,Агидель,38333,14219,,1 д,05,0,1,2024,65,Республика Башкортостан,respublika-bashkortostan,Приволжский,55.9,53.93333,250,2024-05-01
104,Агрыз,39535,19991,,,04,0,0,2022,40,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-04-01
105,Агрыз,34671,19991,,,05,0,0,2022,41,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-05-01
106,Агрыз,36000,19991,,6 д 21 ч,06,0,0,2022,42,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-06-01
107,Агрыз,32915,19991,,,07,0,0,2022,43,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-07-01
108,Агрыз,35166,19991,,36 д,08,0,0,2022,44,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-08-01
109,Агрыз,37931,19991,,11 д 23 ч,09,0,0,2022,45,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-09-01
110,Агрыз,46465,19991,,13 д 20 ч,10,0,0,2022,46,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-10-01
111,Агрыз,36810,19991,,55 д 1 ч,11,0,0,2022,47,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-11-01
112,Агрыз,33248,19991,,37 д 18 ч,12,0,0,2022,48,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2022-12-01
113,Агрыз,37439,19991,,101 д 4 ч,01,0,0,2023,49,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-01-01
114,Агрыз,36658,19991,,13 д,02,0,0,2023,50,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-02-01
115,Агрыз,43214,19991,,32 д 13 ч,03,0,0,2023,51,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-03-01
116,Агрыз,35171,19991,,15 д 15 ч,04,0,0,2023,52,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-04-01
117,Агрыз,36861,19991,,435 д 18 ч,05,0,0,2023,53,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-05-01
118,Агрыз,34404,19991,,8 д 1 ч,06,0,0,2023,54,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-06-01
119,Агрыз,37500,19991,,232 д 20 ч,07,0,0,2023,55,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-07-01
120,Агрыз,42748,19991,,21 д,08,0,0,2023,56,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-08-01
121,Агрыз,40457,19991,,10 д 8 ч,09,0,0,2023,57,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-09-01
122,Агрыз,45122,19991,,32 д 13 ч,10,0,0,2023,58,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-10-01
123,Агрыз,37270,19991,,51 д 2 ч,11,0,0,2023,59,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-11-01
124,Агрыз,44921,19991,,21 д 6 ч,12,0,1,2023,60,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2023-12-01
125,Агрыз,52214,19991,,110 д 6 ч,01,0,1,2024,61,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2024-01-01
126,Агрыз,38462,19991,,234 д 22 ч,02,0,1,2024,62,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2024-02-01
127,Агрыз,41190,19991,,20 д 13 ч,03,0,1,2024,63,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2024-03-01
128,Агрыз,43333,19991,,65 д 11 ч,04,0,1,2024,64,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2024-04-01
129,Агрыз,43457,19991,,46 д 21 ч,05,0,1,2024,65,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788,2024-05-01
130,Адыгейск,75577,13175,,,04,0,0,2022,40,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-04-01
131,Адыгейск,66211,13175,,7 д 15 ч,05,0,0,2022,41,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-05-01
132,Адыгейск,69588,13175,,14 д 8 ч,06,0,0,2022,42,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-06-01
133,Адыгейск,52000,13175,,,07,0,0,2022,43,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-07-01
134,Адыгейск,73826,13175,,,08,0,0,2022,44,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-08-01
135,Адыгейск,67323,13175,,,09,0,0,2022,45,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-09-01
136,Адыгейск,59874,13175,,28 д 23 ч,10,0,0,2022,46,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-10-01
137,Адыгейск,69636,13175,,,11,0,0,2022,47,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-11-01
138,Адыгейск,43665,13175,,213 д 2 ч,12,0,0,2022,48,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2022-12-01
139,Адыгейск,74808,13175,,,01,0,0,2023,49,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-01-01
140,Адыгейск,76720,13175,,,02,0,0,2023,50,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-02-01
141,Адыгейск,87554,13175,,,03,0,0,2023,51,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-03-01
142,Адыгейск,71053,13175,,8 д 9 ч,04,0,0,2023,52,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-04-01
143,Адыгейск,82251,13175,,,05,0,0,2023,53,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-05-01
144,Адыгейск,66429,13175,,4 д,06,0,0,2023,54,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-06-01
145,Адыгейск,73248,13175,,58 д 16 ч,07,0,0,2023,55,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-07-01
146,Адыгейск,84848,13175,,2 д 15 ч,08,0,0,2023,56,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-08-01
147,Адыгейск,76217,13175,,1 д 5 ч,09,0,0,2023,57,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-09-01
148,Адыгейск,80774,13175,,,10,0,0,2023,58,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-10-01
149,Адыгейск,76587,13175,,8 д 18 ч,11,0,0,2023,59,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-11-01
150,Адыгейск,73972,13175,,,12,0,1,2023,60,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2023-12-01
151,Адыгейск,80000,13175,,,01,0,1,2024,61,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2024-01-01
152,Адыгейск,72495,13175,,,02,0,1,2024,62,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2024-02-01
153,Адыгейск,79531,13175,,,03,0,1,2024,63,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2024-03-01
154,Адыгейск,90457,13175,,,04,0,1,2024,64,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2024-04-01
155,Адыгейск,71429,13175,,,05,0,1,2024,65,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886,2024-05-01
156,Азнакаево,34951,34750,,42 д 22 ч,04,0,0,2022,40,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-04-01
157,Азнакаево,38293,34750,,8 д 19 ч,05,0,0,2022,41,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-05-01
158,Азнакаево,42222,34750,,63 д 13 ч,06,0,0,2022,42,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-06-01
159,Азнакаево,38307,34750,,48 д 7 ч,07,0,0,2022,43,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-07-01
160,Азнакаево,36816,34750,,26 д 9 ч,08,0,0,2022,44,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-08-01
161,Азнакаево,37313,34750,,78 д 19 ч,09,0,0,2022,45,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-09-01
162,Азнакаево,40441,34750,,47 д 5 ч,10,0,0,2022,46,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-10-01
163,Азнакаево,44698,34750,,28 д 17 ч,11,0,0,2022,47,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-11-01
164,Азнакаево,45101,34750,,21 д 16 ч,12,0,0,2022,48,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2022-12-01
165,Азнакаево,40476,34750,,26 д 3 ч,01,0,0,2023,49,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-01-01
166,Азнакаево,49536,34750,,62 д 17 ч,02,0,0,2023,50,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-02-01
167,Азнакаево,51164,34750,,38 д 13 ч,03,0,0,2023,51,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-03-01
168,Азнакаево,45951,34750,,24 д 7 ч,04,0,0,2023,52,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-04-01
169,Азнакаево,48756,34750,,53 д 16 ч,05,0,0,2023,53,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-05-01
170,Азнакаево,63725,34750,,23 д 12 ч,06,0,0,2023,54,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-06-01
171,Азнакаево,62940,34750,,21 д 12 ч,07,0,0,2023,55,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-07-01
172,Азнакаево,56764,34750,,23 д 16 ч,08,0,0,2023,56,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-08-01
173,Азнакаево,70048,34750,,23 д 5 ч,09,0,0,2023,57,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-09-01
174,Азнакаево,61767,34750,,19 д 6 ч,10,0,0,2023,58,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-10-01
175,Азнакаево,60394,34750,,53 д 7 ч,11,0,0,2023,59,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-11-01
176,Азнакаево,76923,34750,,19 д 16 ч,12,0,1,2023,60,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2023-12-01
177,Азнакаево,78176,34750,,63 д 18 ч,01,0,1,2024,61,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2024-01-01
178,Азнакаево,69663,34750,,24 д 21 ч,02,0,1,2024,62,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2024-02-01
179,Азнакаево,70437,34750,,55 д 17 ч,03,0,1,2024,63,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2024-03-01
180,Азнакаево,86979,34750,,35 д 8 ч,04,0,1,2024,64,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584,2024-04-01
