,Unnamed: 0,City,P_avg_per_m_sec,Population,P_avg_per_m_new,Expl_t_avg_sec,month,dummy_space,dummy_time,year,t,Reg_russian,Reg,Federal_district,lat,lon,city_id
321,321,Агрыз,35171,19991,,15 д 15 ч,4,0,0,2023,52,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
322,322,Агрыз,36861,19991,,435 д 18 ч,5,0,0,2023,53,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
323,323,Агрыз,34404,19991,,8 д 1 ч,6,0,0,2023,54,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
324,324,Агрыз,37500,19991,,232 д 20 ч,7,0,0,2023,55,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
325,325,Агрыз,42748,19991,,21 д,8,0,0,2023,56,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
326,326,Агрыз,40457,19991,,10 д 8 ч,9,0,0,2023,57,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
327,327,Агрыз,45122,19991,,32 д 13 ч,10,0,0,2023,58,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
328,328,Агрыз,37270,19991,,51 д 2 ч,11,0,0,2023,59,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
329,329,Агрыз,44921,19991,,21 д 6 ч,12,0,1,2023,60,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
330,330,Агрыз,52214,19991,,110 д 6 ч,1,0,1,2024,61,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
331,331,Агрыз,38462,19991,,234 д 22 ч,2,0,1,2024,62,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
332,332,Агрыз,41190,19991,,20 д 13 ч,3,0,1,2024,63,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
333,333,Агрыз,43333,19991,,65 д 11 ч,4,0,1,2024,64,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
334,334,Агрыз,43457,19991,,46 д 21 ч,5,0,1,2024,65,Республика Татарстан,respublika-tatarstan,Приволжский,56.51667,52.98333,788
363,363,Адыгейск,75577,13175,,,4,0,0,2022,40,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
364,364,Адыгейск,66211,13175,,7 д 15 ч,5,0,0,2022,41,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
365,365,Адыгейск,69588,13175,,14 д 8 ч,6,0,0,2022,42,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
366,366,Адыгейск,52000,13175,,,7,0,0,2022,43,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
367,367,Адыгейск,73826,13175,,,8,0,0,2022,44,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
368,368,Адыгейск,67323,13175,,,9,0,0,2022,45,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
369,369,Адыгейск,59874,13175,,28 д 23 ч,10,0,0,2022,46,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
370,370,Адыгейск,69636,13175,,,11,0,0,2022,47,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
371,371,Адыгейск,43665,13175,,213 д 2 ч,12,0,0,2022,48,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
372,372,Адыгейск,74808,13175,,,1,0,0,2023,49,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
373,373,Адыгейск,76720,13175,,,2,0,0,2023,50,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
374,374,Адыгейск,87554,13175,,,3,0,0,2023,51,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
375,375,Адыгейск,71053,13175,,8 д 9 ч,4,0,0,2023,52,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
376,376,Адыгейск,82251,13175,,,5,0,0,2023,53,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
377,377,Адыгейск,66429,13175,,4 д,6,0,0,2023,54,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
378,378,Адыгейск,73248,13175,,58 д 16 ч,7,0,0,2023,55,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
379,379,Адыгейск,84848,13175,,2 д 15 ч,8,0,0,2023,56,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
380,380,Адыгейск,76217,13175,,1 д 5 ч,9,0,0,2023,57,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
381,381,Адыгейск,80774,13175,,,10,0,0,2023,58,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
382,382,Адыгейск,76587,13175,,8 д 18 ч,11,0,0,2023,59,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
383,383,Адыгейск,73972,13175,,,12,0,1,2023,60,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
384,384,Адыгейск,80000,13175,,,1,0,1,2024,61,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
385,385,Адыгейск,72495,13175,,,2,0,1,2024,62,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
386,386,Адыгейск,79531,13175,,,3,0,1,2024,63,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
387,387,Адыгейск,90457,13175,,,4,0,1,2024,64,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
388,388,Адыгейск,71429,13175,,,5,0,1,2024,65,Республика Адыгея,respublika-adygeya,Южный,44.884525,39.19202,886
427,427,Азнакаево,34951,34750,,42 д 22 ч,4,0,0,2022,40,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
428,428,Азнакаево,38293,34750,,8 д 19 ч,5,0,0,2022,41,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
429,429,Азнакаево,42222,34750,,63 д 13 ч,6,0,0,2022,42,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
430,430,Азнакаево,38307,34750,,48 д 7 ч,7,0,0,2022,43,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
431,431,Азнакаево,36816,34750,,26 д 9 ч,8,0,0,2022,44,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
432,432,Азнакаево,37313,34750,,78 д 19 ч,9,0,0,2022,45,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
433,433,Азнакаево,40441,34750,,47 д 5 ч,10,0,0,2022,46,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
434,434,Азнакаево,44698,34750,,28 д 17 ч,11,0,0,2022,47,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
435,435,Азнакаево,45101,34750,,21 д 16 ч,12,0,0,2022,48,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
436,436,Азнакаево,40476,34750,,26 д 3 ч,1,0,0,2023,49,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
437,437,Азнакаево,49536,34750,,62 д 17 ч,2,0,0,2023,50,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
438,438,Азнакаево,51164,34750,,38 д 13 ч,3,0,0,2023,51,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
439,439,Азнакаево,45951,34750,,24 д 7 ч,4,0,0,2023,52,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
440,440,Азнакаево,48756,34750,,53 д 16 ч,5,0,0,2023,53,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
441,441,Азнакаево,63725,34750,,23 д 12 ч,6,0,0,2023,54,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
442,442,Азнакаево,62940,34750,,21 д 12 ч,7,0,0,2023,55,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
443,443,Азнакаево,56764,34750,,23 д 16 ч,8,0,0,2023,56,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
444,444,Азнакаево,70048,34750,,23 д 5 ч,9,0,0,2023,57,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
445,445,Азнакаево,61767,34750,,19 д 6 ч,10,0,0,2023,58,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
446,446,Азнакаево,60394,34750,,53 д 7 ч,11,0,0,2023,59,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
447,447,Азнакаево,76923,34750,,19 д 16 ч,12,0,1,2023,60,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
448,448,Азнакаево,78176,34750,,63 д 18 ч,1,0,1,2024,61,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
449,449,Азнакаево,69663,34750,,24 д 21 ч,2,0,1,2024,62,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
450,450,Азнакаево,70437,34750,,55 д 17 ч,3,0,1,2024,63,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
451,451,Азнакаево,86979,34750,,35 д 8 ч,4,0,1,2024,64,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
452,452,Азнакаево,82039,34750,,27 д 23 ч,5,0,1,2024,65,Республика Татарстан,respublika-tatarstan,Приволжский,54.85,53.06667,584
491,491,Азов,77500,81924,,,4,0,0,2022,40,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
492,492,Азов,77381,81924,,,5,0,0,2022,41,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
493,493,Азов,72822,81924,,15 д 9 ч,6,0,0,2022,42,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
494,494,Азов,72802,81924,,23 д 2 ч,7,0,0,2022,43,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
495,495,Азов,76164,81924,,41 д 2 ч,8,0,0,2022,44,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
496,496,Азов,74443,81924,,15 д 21 ч,9,0,0,2022,45,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
497,497,Азов,76425,81924,,41 д 21 ч,10,0,0,2022,46,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
498,498,Азов,76316,81924,,46 д,11,0,0,2022,47,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
499,499,Азов,75500,81924,,41 д 1 ч,12,0,0,2022,48,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
500,500,Азов,76533,81924,,54 д 5 ч,1,0,0,2023,49,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
501,501,Азов,74324,81924,81678.0,32 д 21 ч,2,0,0,2023,50,Ростовская область,rostovskaya-oblast,Южный,47.1,39.41667,550
