,Unnamed: 0,City,P_avg_per_m_sec,Population,P_avg_per_m_new,Expl_t_avg_sec,month,dummy_space,dummy_time,year,t,Reg_russian,Reg,Federal_district,lat,lon,city_id
1960,1960,Арск,69296,20421,,,8,0,0,2023,56,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1961,1961,Арск,76087,20421,,,9,0,0,2023,57,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1962,1962,Арск,79266,20421,,10 д 5 ч,10,0,0,2023,58,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1963,1963,Арск,69956,20421,,54 д 5 ч,11,0,0,2023,59,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1964,1964,Арск,74262,20421,,177 д 22 ч,12,0,1,2023,60,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1965,1965,Арск,70248,20421,,,1,0,1,2024,61,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1966,1966,Арск,64394,20421,,129 д 5 ч,2,0,1,2024,62,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1967,1967,Арск,70257,20421,,,3,0,1,2024,63,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1968,1968,Арск,77307,20421,,38 д 21 ч,4,0,1,2024,64,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
1969,1969,Арск,79167,20421,,19 д 13 ч,5,0,1,2024,65,Республика Татарстан,respublika-tatarstan,Приволжский,56.09056,49.87639,800
2257,2257,Астрахань,65269,475629,86000.0,34 д 10 ч,4,0,0,2022,40,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2258,2258,Астрахань,66129,475629,101138.0,57 д,5,0,0,2022,41,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2259,2259,Астрахань,65093,475629,105636.0,62 д 17 ч,6,0,0,2022,42,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2260,2260,Астрахань,64990,475629,104694.0,57 д 3 ч,7,0,0,2022,43,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2261,2261,Астрахань,63977,475629,113384.0,62 д 21 ч,8,0,0,2022,44,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2262,2262,Астрахань,66474,475629,95600.0,58 д 20 ч,9,0,0,2022,45,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2263,2263,Астрахань,65254,475629,102460.0,63 д 23 ч,10,0,0,2022,46,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2264,2264,Астрахань,67100,475629,108783.0,57 д 12 ч,11,0,0,2022,47,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2265,2265,Астрахань,68063,475629,111104.0,62 д 22 ч,12,0,0,2022,48,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2266,2266,Астрахань,66667,475629,115781.0,75 д 4 ч,1,0,0,2023,49,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2267,2267,Астрахань,72414,475629,117249.0,50 д 19 ч,2,0,0,2023,50,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2268,2268,Астрахань,70000,475629,111949.0,60 д 14 ч,3,0,0,2023,51,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2269,2269,Астрахань,70907,475629,115494.0,58 д 12 ч,4,0,0,2023,52,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2270,2270,Астрахань,72510,475629,111909.0,50 д 22 ч,5,0,0,2023,53,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2271,2271,Астрахань,73892,475629,111702.0,48 д 21 ч,6,0,0,2023,54,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2272,2272,Астрахань,74490,475629,112197.0,51 д 2 ч,7,0,0,2023,55,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2273,2273,Астрахань,76144,475629,112625.0,55 д 12 ч,8,0,0,2023,56,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2274,2274,Астрахань,76792,475629,121464.0,61 д 2 ч,9,0,0,2023,57,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2275,2275,Астрахань,79747,475629,120335.0,56 д 18 ч,10,0,0,2023,58,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2276,2276,Астрахань,79611,475629,123956.0,68 д 16 ч,11,0,0,2023,59,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2277,2277,Астрахань,79791,475629,121965.0,53 д 11 ч,12,0,1,2023,60,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2278,2278,Астрахань,82813,475629,128178.0,46 д 6 ч,1,0,1,2024,61,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2279,2279,Астрахань,82117,475629,123292.0,68 д 2 ч,2,0,1,2024,62,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2280,2280,Астрахань,82952,475629,125847.0,60 д 17 ч,3,0,1,2024,63,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2281,2281,Астрахань,81633,475629,135688.0,56 д 13 ч,4,0,1,2024,64,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2282,2282,Астрахань,84337,475629,139000.0,46 д 12 ч,5,0,1,2024,65,Астраханская область,astrakhanskaya-oblast,Южный,46.33333,48.03333,364
2313,2313,Аткарск,38379,22709,,,4,0,0,2022,40,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2314,2314,Аткарск,12739,22709,,,5,0,0,2022,41,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2315,2315,Аткарск,26066,22709,,,6,0,0,2022,42,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2316,2316,Аткарск,28660,22709,,32 д,7,0,0,2022,43,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2317,2317,Аткарск,21779,22709,,25 д 13 ч,8,0,0,2022,44,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2318,2318,Аткарск,24064,22709,,,9,0,0,2022,45,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2319,2319,Аткарск,26628,22709,,75 д 21 ч,10,0,0,2022,46,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2320,2320,Аткарск,36441,22709,,,11,0,0,2022,47,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2321,2321,Аткарск,34667,22709,,,12,0,0,2022,48,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2322,2322,Аткарск,34908,22709,,6 д 21 ч,1,0,0,2023,49,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2323,2323,Аткарск,23625,22709,,165 д 12 ч,2,0,0,2023,50,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2324,2324,Аткарск,22472,22709,,,3,0,0,2023,51,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2325,2325,Аткарск,31579,22709,,,4,0,0,2023,52,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2326,2326,Аткарск,31576,22709,,,5,0,0,2023,53,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2327,2327,Аткарск,27636,22709,,,6,0,0,2023,54,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2328,2328,Аткарск,33112,22709,,,7,0,0,2023,55,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2329,2329,Аткарск,30392,22709,,268 д,8,0,0,2023,56,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2330,2330,Аткарск,31621,22709,,,9,0,0,2023,57,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2331,2331,Аткарск,39308,22709,,7 д 6 ч,10,0,0,2023,58,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2332,2332,Аткарск,37132,22709,,,11,0,0,2023,59,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2333,2333,Аткарск,32609,22709,,,12,0,1,2023,60,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2334,2334,Аткарск,25171,22709,,,1,0,1,2024,61,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2335,2335,Аткарск,40752,22709,,3 д,2,0,1,2024,62,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2336,2336,Аткарск,41617,22709,,200 д,3,0,1,2024,63,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2337,2337,Аткарск,30919,22709,,,4,0,1,2024,64,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2338,2338,Аткарск,48771,22709,,59 д 21 ч,5,0,1,2024,65,Саратовская область,saratovskaya-oblast,Приволжский,51.86667,45.0,168
2375,2375,Ахтубинск,55925,35635,,,4,0,0,2022,40,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2376,2376,Ахтубинск,36190,35635,,99 д 6 ч,5,0,0,2022,41,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2377,2377,Ахтубинск,50495,35635,,29 д 1 ч,6,0,0,2022,42,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2378,2378,Ахтубинск,50864,35635,,49 д 14 ч,7,0,0,2022,43,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2379,2379,Ахтубинск,51089,35635,,43 д 23 ч,8,0,0,2022,44,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2380,2380,Ахтубинск,44059,35635,,7 д 22 ч,9,0,0,2022,45,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2381,2381,Ахтубинск,47890,35635,,29 д 23 ч,10,0,0,2022,46,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2382,2382,Ахтубинск,48998,35635,,34 д 9 ч,11,0,0,2022,47,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2383,2383,Ахтубинск,47085,35635,,40 д 13 ч,12,0,0,2022,48,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2384,2384,Ахтубинск,46255,35635,,33 д 7 ч,1,0,0,2023,49,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2385,2385,Ахтубинск,52654,35635,,66 д 13 ч,2,0,0,2023,50,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2386,2386,Ахтубинск,51266,35635,,37 д 18 ч,3,0,0,2023,51,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2387,2387,Ахтубинск,49074,35635,,63 д 16 ч,4,0,0,2023,52,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2388,2388,Ахтубинск,47391,35635,,19 д 2 ч,5,0,0,2023,53,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2389,2389,Ахтубинск,51410,35635,,205 д 11 ч,6,0,0,2023,54,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2390,2390,Ахтубинск,53047,35635,,106 д 17 ч,7,0,0,2023,55,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2391,2391,Ахтубинск,53725,35635,,23 д 3 ч,8,0,0,2023,56,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2392,2392,Ахтубинск,53571,35635,,5 д 21 ч,9,0,0,2023,57,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2393,2393,Ахтубинск,69307,35635,,16 д 8 ч,10,0,0,2023,58,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2394,2394,Ахтубинск,49020,35635,,10 д 4 ч,11,0,0,2023,59,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2395,2395,Ахтубинск,49552,35635,,,12,0,1,2023,60,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2396,2396,Ахтубинск,64565,35635,,55 д 11 ч,1,0,1,2024,61,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2397,2397,Ахтубинск,59620,35635,,37 д 23 ч,2,0,1,2024,62,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2398,2398,Ахтубинск,66419,35635,,168 д 21 ч,3,0,1,2024,63,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2399,2399,Ахтубинск,56526,35635,,8 д 3 ч,4,0,1,2024,64,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2400,2400,Ахтубинск,62160,35635,,7 д 6 ч,5,0,1,2024,65,Астраханская область,astrakhanskaya-oblast,Южный,48.28333,46.16667,877
2606,2606,Бавлы,35642,21628,,,4,0,0,2022,40,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2607,2607,Бавлы,30000,21628,,,5,0,0,2022,41,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2608,2608,Бавлы,34375,21628,,,6,0,0,2022,42,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2609,2609,Бавлы,34121,21628,,11 д 21 ч,7,0,0,2022,43,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2610,2610,Бавлы,38174,21628,,58 д 2 ч,8,0,0,2022,44,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2611,2611,Бавлы,38462,21628,,76 д 7 ч,9,0,0,2022,45,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2612,2612,Бавлы,34639,21628,,48 д 12 ч,10,0,0,2022,46,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2613,2613,Бавлы,33654,21628,,173 д 12 ч,11,0,0,2022,47,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2614,2614,Бавлы,32209,21628,,10 д 6 ч,12,0,0,2022,48,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2615,2615,Бавлы,36596,21628,,224 д 19 ч,1,0,0,2023,49,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2616,2616,Бавлы,31486,21628,,104 д 16 ч,2,0,0,2023,50,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2617,2617,Бавлы,38372,21628,,73 д 5 ч,3,0,0,2023,51,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2618,2618,Бавлы,39831,21628,,14 д,4,0,0,2023,52,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2619,2619,Бавлы,42117,21628,,35 д 16 ч,5,0,0,2023,53,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2620,2620,Бавлы,33333,21628,,21 д 4 ч,6,0,0,2023,54,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2621,2621,Бавлы,38380,21628,,9 д 9 ч,7,0,0,2023,55,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2622,2622,Бавлы,42409,21628,,47 д 19 ч,8,0,0,2023,56,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2623,2623,Бавлы,39833,21628,,49 д 13 ч,9,0,0,2023,57,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2624,2624,Бавлы,49527,21628,,18 д 20 ч,10,0,0,2023,58,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2625,2625,Бавлы,46903,21628,,5 д 21 ч,11,0,0,2023,59,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2626,2626,Бавлы,57816,21628,,47 д 2 ч,12,0,1,2023,60,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2627,2627,Бавлы,51515,21628,,,1,0,1,2024,61,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2628,2628,Бавлы,46429,21628,,27 д 21 ч,2,0,1,2024,62,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2629,2629,Бавлы,63000,21628,,20 д 11 ч,3,0,1,2024,63,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2630,2630,Бавлы,56348,21628,,31 д 1 ч,4,0,1,2024,64,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2631,2631,Бавлы,50976,21628,,32 д 9 ч,5,0,1,2024,65,Республика Татарстан,respublika-tatarstan,Приволжский,54.4,53.25,8
2674,2674,Баймак,39130,17833,,28 д 7 ч,4,0,0,2022,40,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2675,2675,Баймак,43360,17833,,20 д 23 ч,5,0,0,2022,41,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2676,2676,Баймак,44088,17833,,12 д 9 ч,6,0,0,2022,42,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2677,2677,Баймак,44898,17833,,8 д 16 ч,7,0,0,2022,43,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2678,2678,Баймак,41431,17833,,13 д 4 ч,8,0,0,2022,44,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2679,2679,Баймак,47022,17833,,105 д 15 ч,9,0,0,2022,45,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2680,2680,Баймак,44923,17833,,17 д 8 ч,10,0,0,2022,46,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2681,2681,Баймак,44850,17833,,164 д 18 ч,11,0,0,2022,47,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2682,2682,Баймак,42135,17833,,143 д 3 ч,12,0,0,2022,48,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2683,2683,Баймак,48951,17833,,67 д 18 ч,1,0,0,2023,49,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2684,2684,Баймак,43372,17833,,49 д 4 ч,2,0,0,2023,50,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2685,2685,Баймак,48880,17833,,111 д 8 ч,3,0,0,2023,51,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2686,2686,Баймак,51614,17833,,16 д 11 ч,4,0,0,2023,52,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2687,2687,Баймак,47749,17833,,25 д 20 ч,5,0,0,2023,53,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2688,2688,Баймак,52147,17833,,17 д 1 ч,6,0,0,2023,54,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2689,2689,Баймак,55626,17833,,31 д 13 ч,7,0,0,2023,55,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2690,2690,Баймак,54146,17833,,28 д 5 ч,8,0,0,2023,56,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2691,2691,Баймак,54800,17833,,68 д 9 ч,9,0,0,2023,57,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2692,2692,Баймак,56557,17833,,32 д 12 ч,10,0,0,2023,58,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2693,2693,Баймак,60938,17833,,9 д 9 ч,11,0,0,2023,59,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2694,2694,Баймак,61719,17833,,16 д 9 ч,12,0,1,2023,60,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2695,2695,Баймак,59277,17833,,363 д 8 ч,1,0,1,2024,61,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2696,2696,Баймак,59341,17833,,49 д 8 ч,2,0,1,2024,62,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2697,2697,Баймак,57471,17833,,38 д 2 ч,3,0,1,2024,63,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2698,2698,Баймак,60006,17833,,41 д 6 ч,4,0,1,2024,64,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2699,2699,Баймак,62842,17833,,8 д 2 ч,5,0,1,2024,65,Республика Башкортостан,respublika-bashkortostan,Приволжский,52.58333,58.31667,450
2757,2757,Баксан,23929,39593,,,4,0,0,2022,40,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2758,2758,Баксан,47115,39593,,,5,0,0,2022,41,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2759,2759,Баксан,43419,39593,,,6,0,0,2022,42,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2760,2760,Баксан,54297,39593,,,7,0,0,2022,43,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2761,2761,Баксан,55604,39593,,6 д 19 ч,8,0,0,2022,44,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2762,2762,Баксан,47532,39593,,17 д 19 ч,9,0,0,2022,45,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2763,2763,Баксан,49603,39593,,35 д 14 ч,10,0,0,2022,46,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2764,2764,Баксан,45333,39593,,8 д 4 ч,11,0,0,2022,47,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2765,2765,Баксан,48747,39593,,4 д 16 ч,12,0,0,2022,48,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2766,2766,Баксан,55276,39593,,59 д 10 ч,1,0,0,2023,49,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2767,2767,Баксан,58505,39593,,84 д 19 ч,2,0,0,2023,50,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2768,2768,Баксан,55675,39593,,2 д 20 ч,3,0,0,2023,51,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2769,2769,Баксан,41073,39593,,,4,0,0,2023,52,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2770,2770,Баксан,47267,39593,,,5,0,0,2023,53,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2771,2771,Баксан,45752,39593,,,6,0,0,2023,54,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2772,2772,Баксан,46667,39593,,5 д 21 ч,7,0,0,2023,55,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2773,2773,Баксан,56000,39593,,,8,0,0,2023,56,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2774,2774,Баксан,49410,39593,,34 д 14 ч,9,0,0,2023,57,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2775,2775,Баксан,52854,39593,,17 д 2 ч,10,0,0,2023,58,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2776,2776,Баксан,68995,39593,,9 д 19 ч,11,0,0,2023,59,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2777,2777,Баксан,56429,39593,,,12,0,1,2023,60,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2778,2778,Баксан,55943,39593,,12 д 1 ч,1,0,1,2024,61,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2779,2779,Баксан,55719,39593,,,2,0,1,2024,62,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2780,2780,Баксан,65000,39593,,,3,0,1,2024,63,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2781,2781,Баксан,47222,39593,,,4,0,1,2024,64,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2782,2782,Баксан,56793,39593,,102 д 5 ч,5,0,1,2024,65,Кабардино-Балкарская Республика,kabardino-balkarskaya-respublika,Северо-Кавказский,43.683333,43.533333,413
2883,2883,Балаково,45648,184466,,16 д 2 ч,4,0,0,2022,40,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2884,2884,Балаково,45833,184466,,28 д 9 ч,5,0,0,2022,41,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2885,2885,Балаково,46296,184466,,42 д 23 ч,6,0,0,2022,42,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2886,2886,Балаково,46093,184466,,31 д 21 ч,7,0,0,2022,43,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2887,2887,Балаково,47096,184466,,34 д 23 ч,8,0,0,2022,44,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2888,2888,Балаково,46042,184466,,46 д 20 ч,9,0,0,2022,45,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2889,2889,Балаково,49881,184466,,34 д 13 ч,10,0,0,2022,46,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2890,2890,Балаково,49206,184466,,46 д 14 ч,11,0,0,2022,47,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2891,2891,Балаково,49866,184466,,44 д 5 ч,12,0,0,2022,48,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2892,2892,Балаково,51786,184466,,75 д 9 ч,1,0,0,2023,49,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2893,2893,Балаково,52539,184466,68944.0,45 д 12 ч,2,0,0,2023,50,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2894,2894,Балаково,53607,184466,,36 д 3 ч,3,0,0,2023,51,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2895,2895,Балаково,56579,184466,70973.0,40 д 10 ч,4,0,0,2023,52,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2896,2896,Балаково,57080,184466,,35 д 11 ч,5,0,0,2023,53,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2897,2897,Балаково,57564,184466,,52 д 23 ч,6,0,0,2023,54,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
2898,2898,Балаково,60811,184466,,25 д 21 ч,7,0,0,2023,55,Саратовская область,saratovskaya-oblast,Приволжский,52.03333,47.78333,822
